Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Samantha Indika de Saram,02-09-1973,NEW ZEALAND,Right-hand bat,Off-break,"August 22,1999",Sri Lanka v Australia,15,13,183,2,38,16.63,270,67.77,0,0,12,1,9,0,--,--,--,--,--,--,--,--,,
Indika Sanjeewa Gallage,22-11-1975,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 19,1999",Zimbabwe v Sri Lanka,3,2,17,1,14,17.00,27,62.96,0,0,1,0,--,--,144,115,3,38.33,4.791,48.00,0,0,2/42,2/42
Merenna Koralage Don Ishara Amerasinghe,05-03-1978,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"May 18,2007",Pakistan v Sri Lanka,8,4,6,4,5*,--,9,66.66,0,0,1,0,1,0,426,363,9,40.33,5.112,47.33,0,0,3/44,3/44
Isuru Udana Tillakaratna,17-02-1988,NEW ZEALAND,Right-hand bat,Left-arm medium-fast,"July 24,2012",Sri Lanka v India,2,0,0,0,0*,--,0,--,0,0,0,0,--,--,72,84,0,--,7.000,--,0,0,0/18,0/18
Janak Champika Gamage,17-04-1964,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 29,1995",New Zealand v Sri Lanka,4,2,8,2,7*,--,9,88.88,0,0,0,0,2,0,132,104,3,34.66,4.727,44.00,0,0,2/17,2/17
Kahakatchchi Patabandige Jayananda Warnaweera,23-11-1960,NEW ZEALAND,Left-hand bat,"Right-arm medium, Off-break","December 8,1990",India v Sri Lanka,6,3,1,3,1*,--,11,9.090,0,0,0,0,2,0,294,200,6,33.33,4.081,49.00,0,0,2/24,2/24
Kelaniyage Jayantha Silva,02-06-1973,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 26,1995",New Zealand v Sri Lanka,1,1,1,1,1*,--,1,100.0,0,0,0,0,--,--,48,55,0,--,6.875,--,0,0,0/35,0/55
Balapuwaduge Manukulasuriya Amith Jeewan Mendis,15-01-1983,NEW ZEALAND,Left-hand bat,Leg-break,"June 1,2010",Zimbabwe v Sri Lanka,54,40,604,10,72,20.13,710,85.07,0,1,46,11,13,0,1337,1134,28,40.50,5.089,47.75,0,0,3/15,3/15
Jehan Mubarak,10-01-1981,NEW ZEALAND,Left-hand bat,Off-break,"November 27,2002",South Africa v Sri Lanka,40,37,704,6,72,22.70,1115,63.13,0,4,62,5,12,0,129,95,2,47.50,4.418,64.50,0,0,1/9,1/9
Kapila Indaka Weerakkody Wijegunawardene,23-11-1964,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 27,1988",Pakistan v Sri Lanka,26,12,20,5,8*,2.857,54,37.03,0,0,0,0,3,0,1186,986,25,39.44,4.988,47.44,0,0,4/49,4/49
Kaushal Samaraweera Lokuarachchi,20-05-1982,NEW ZEALAND,Right-hand bat,Leg-break,"April 6,2003",Kenya v Sri Lanka,21,18,210,3,69,14.00,262,80.15,0,1,9,5,5,0,1011,725,31,23.38,4.302,32.61,0,0,4/44,4/44
Kaushalya Weeraratne,29-01-1981,NEW ZEALAND,Left-hand bat,Right-arm medium-fast,"May 29,2000",Bangladesh v Sri Lanka,15,9,160,1,41,20.00,177,90.39,0,0,10,3,3,0,480,385,6,64.16,4.812,80.00,0,0,3/46,3/46
Kaushik Naginda Amalean,07-04-1965,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 8,1986",Sri Lanka v Pakistan,8,3,15,1,9,7.500,26,57.69,0,0,0,0,--,--,318,207,9,23.00,3.905,35.33,0,0,4/46,4/46
Sirimewan Keerthi Ranasinghe,04-07-1962,NEW ZEALAND,Left-hand bat,Right-arm medium,"March 2,1986",Sri Lanka v Pakistan,4,3,55,0,41,18.33,81,67.90,0,0,2,--,1,0,126,96,3,32.00,4.571,42.00,0,0,1/28,1/28
Kasun Disi Kithuruwan Vithanage,26-02-1991,NEW ZEALAND,Left-hand bat,Leg-break,"December 25,2013",Pakistan v Sri Lanka,6,6,75,1,27,15.00,90,83.33,0,0,11,0,2,0,12,17,0,--,8.500,--,0,0,0/7,0/7
Chamith Kosala Bandara Kulasekara,15-07-1985,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"November 11,2011",Pakistan v Sri Lanka,4,3,38,0,19,12.66,72,52.77,0,0,0,0,1,0,78,80,0,--,6.153,--,0,0,0/6,0/6
Handunnettige Deepthi Priyantha Kumar Dharmasena,24-04-1971,NEW ZEALAND,Right-hand bat,"Right-arm medium, Off-break","August 24,1994",Sri Lanka v Pakistan,141,87,1222,33,69*,22.62,1879,65.03,0,4,63,2,34,0,7009,4998,138,36.21,4.278,50.78,0,0,4/37,4/37
Kumar Chokshanada Sangakkara,27-10-1977,NEW ZEALAND,Left-hand bat,Off-break,"July 5,2000",Sri Lanka v Pakistan,405,380,14234,41,169,41.98,18048,78.86,25,93,1385,88,403,98,--,--,--,--,--,--,--,--,,
Mathurage Don Kusal Janith Perera,17-08-1990,NEW ZEALAND,Left-hand bat,,"January 13,2013",Australia v Sri Lanka,73,70,1856,5,135,28.55,2068,89.74,3,9,193,42,27,2,--,--,--,--,--,--,--,--,,
Hettige Don Rumesh Lahiru Thirimanne,08-09-1989,NEW ZEALAND,Left-hand bat,Right-arm medium-fast,"January 5,2010",India v Sri Lanka,117,97,2946,12,139*,34.65,4130,71.33,4,20,227,24,37,0,104,94,3,31.33,5.423,34.66,0,0,1/25,1/25
Lalith Wasantha Silva Kaluperuma,25-06-1949,NEW ZEALAND,Right-hand bat,Off-break,"June 7,1975",Sri Lanka v West Indies,4,3,33,3,14*,--,60,55.00,0,0,2,0,--,--,208,137,2,68.50,3.951,104.0,0,0,1/35,1/35
Thewarathantrige Lalithamana Fernando,27-12-1962,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 25,1989",Australia v Sri Lanka,1,1,8,0,8,8.000,6,133.3,0,0,0,0,--,--,18,16,1,16.00,5.333,18.00,0,0,1/16,1/16
Sanjeewa Kumara Lanka de Silva,29-07-1975,NEW ZEALAND,Right-hand bat,Off-break,"July 18,1997",Sri Lanka v India,11,6,161,3,57,53.66,193,83.41,0,2,16,0,9,6,--,--,--,--,--,--,--,--,,
Separamadu Lasith Malinga Swarnajith,04-09-1983,NEW ZEALAND,Right-hand bat,Right-arm fast,"July 17,2004",Sri Lanka v United Arab Emirates,205,102,496,31,56,6.985,654,75.84,0,1,38,20,29,0,9830,8705,301,28.92,5.313,32.65,7,0,6/38,6/38
Denagamage Proboth Mahela de Silva Jayawardene,27-05-1977,NEW ZEALAND,Right-hand bat,Right-arm medium,"January 24,1998",Sri Lanka v Zimbabwe,449,418,12650,39,144,33.37,16020,78.96,19,77,1119,76,218,0,593,563,8,70.37,5.696,74.12,0,0,2/32,2/32
Mahela Lakmal Udawatte,19-07-1986,NEW ZEALAND,Left-hand bat,Off-break,"April 10,2008",West Indies v Sri Lanka,9,9,257,0,73,28.55,383,67.10,0,2,25,3,--,--,--,--,--,--,--,--,--,--,,
Hettiarachige Mahes Goonatilleke,16-08-1952,NEW ZEALAND,Right-hand bat,,"February 14,1982",Sri Lanka v England,6,4,31,3,14*,31.00,58,53.44,0,0,--,--,0,4,--,--,--,--,--,--,--,--,,
Basnayake Shalith Malinda Warnapura,26-05-1979,NEW ZEALAND,Left-hand bat,Off-break,"May 20,2007",Pakistan v Sri Lanka,3,3,35,0,30,11.66,76,46.05,0,0,5,0,3,0,--,--,--,--,--,--,--,--,,
Herath Mudiyanselage Charitha Malinga Bandara,31-12-1979,NEW ZEALAND,Right-hand bat,Leg-break googly,"January 6,2006",New Zealand v Sri Lanka,31,17,160,4,31,12.30,224,71.42,0,0,8,5,9,0,1470,1232,36,34.22,5.028,40.83,0,0,4/31,4/31
Arachchige Manjula Nishantha Munasinghe,10-12-1971,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"April 14,1994",Australia v Sri Lanka,5,4,13,1,8,4.333,52,25.00,0,0,0,0,--,--,217,146,4,36.50,4.036,54.25,0,0,3/30,3/30
Dudley Marlon Vonhagt,31-03-1965,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 3,1985",Australia v Sri Lanka,1,1,8,0,8,8.000,17,47.05,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Marvan Samson Atapattu,22-11-1970,NEW ZEALAND,Right-hand bat,Leg-break,"December 1,1990",India v Sri Lanka,268,259,8529,32,132*,37.57,12593,67.72,11,59,734,15,70,0,51,41,0,--,4.823,--,0,0,0/1,0/1
Hemal Sri Mevan Pieris,16-02-1946,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"June 7,1975",Sri Lanka v West Indies,3,3,19,1,16,9.500,59,32.20,0,0,2,0,--,--,132,135,2,67.50,6.136,66.00,0,0,2/68,2/68
Michael Hugh Tissera,23-03-1939,NEW ZEALAND,Right-hand bat,Leg-break,"June 7,1975",Sri Lanka v West Indies,3,3,78,0,52,26.00,147,53.06,0,1,10,0,--,--,--,--,--,--,--,--,--,--,,
Michael Graydon Vandort,19-01-1980,NEW ZEALAND,Left-hand bat,Right-arm medium,"January 13,2006",Australia v Sri Lanka,1,1,48,0,48,48.00,117,41.02,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Tissa Appuhamilage Milinda Siriwardene,04-12-1985,NEW ZEALAND,Left-hand bat,Slow left-arm,"July 11,2015",Sri Lanka v Pakistan,26,23,513,1,66,23.31,521,98.46,0,3,39,13,5,0,589,530,9,58.88,5.399,65.44,0,--,,
Mithra de Silva Wettimuny,11-06-1951,NEW ZEALAND,Right-hand bat,,"March 2,1983",New Zealand v Sri Lanka,1,1,2,0,2,2.000,11,18.18,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Muthumudalige Pushpakumara,26-09-1981,NEW ZEALAND,Left-hand bat,Off-break,"December 27,2009",India v Sri Lanka,3,1,7,1,7*,--,19,36.84,0,0,0,0,--,--,30,21,0,--,4.200,--,0,0,0/21,0/21
Muttiah Muralitharan,17-04-1972,NEW ZEALAND,Right-hand bat,Off-break,"August 12,1993",Sri Lanka v India,350,162,674,63,33*,6.808,869,77.56,0,0,50,12,130,0,18811,12326,534,23.08,3.931,35.22,10,0,7/30,7/30
Mohamed Naveed Nawaz,20-09-1973,NEW ZEALAND,Left-hand bat,Leg-break,"January 26,1998",Sri Lanka v Zimbabwe,3,3,31,1,15*,15.50,71,43.66,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Nilantha Lakshitha Kithsiri Ratnayake,22-11-1968,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"March 24,1989",Pakistan v Sri Lanka,2,0,0,0,0,--,0,--,0,0,0,0,--,--,101,98,2,49.00,5.821,50.50,0,0,1/39,1/39
Mapa Rallalage Chandima Niroshan Bandaratilleke,16-05-1975,NEW ZEALAND,Right-hand bat,Slow left-arm,"June 21,1998",Sri Lanka v New Zealand,3,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,144,111,2,55.50,4.625,72.00,0,0,2/29,2/34
Ungamandadige Nisal Kumudusiri Fernando,10-03-1970,NEW ZEALAND,Right-hand bat,Off-break,"February 15,1994",India v Sri Lanka,2,2,22,2,20*,--,25,88.00,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Nishantha Ranatunga,22-01-1966,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"February 3,1993",Sri Lanka v Zimbabwe,2,1,0,0,0,0.000,3,0.000,0,0,0,0,--,--,102,82,1,82.00,4.823,102.0,0,0,1/33,1/33
Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,22-07-1982,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"November 18,2003",Sri Lanka v England,185,123,1327,37,73,15.43,1629,81.46,0,4,95,39,46,0,8263,6751,199,33.92,4.902,41.52,1,0,5/22,5/22
Aththachchi Nuwan Pradeep Roshan Fernando,19-10-1986,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"July 31,2012",Sri Lanka v India,28,12,18,8,7,4.500,52,34.61,0,0,2,0,6,0,1298,1287,33,39.00,5.949,39.33,0,0,2/21,2/21
Demuni Nuwan Tharanga Zoysa,13-05-1978,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"March 25,1997",New Zealand v Sri Lanka,95,47,343,21,47*,13.19,358,95.81,0,0,29,7,13,0,4259,3213,108,29.75,4.526,39.43,1,0,5/20,5/26
Ratnayake Arachchige Prabath Nissanka,25-10-1980,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"October 27,2001",Pakistan v Sri Lanka,23,13,53,5,11,6.625,140,37.85,0,0,4,1,3,0,997,857,27,31.74,5.157,36.92,0,0,4/12,4/12
Pradeep Sri Jayaprakashdaran,13-01-1984,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"August 3,2005",Sri Lanka v India,1,0,0,0,0,--,0,--,0,0,0,0,--,--,36,21,1,21.00,3.500,36.00,0,0,1/21,1/21
Gallage Pramodya Wickramasinghe,14-08-1971,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"December 31,1990",Bangladesh v Sri Lanka,134,64,344,24,32,8.600,543,63.35,0,0,17,2,26,0,5720,4321,109,39.64,4.532,52.47,0,0,4/37,4/48
Hewasandatchige Asiri Prasanna Wishvanath Jayawardene,09-10-1979,NEW ZEALAND,Right-hand bat,,"April 4,2003",Pakistan v Sri Lanka,6,5,27,0,20,5.400,44,61.36,0,0,3,0,4,1,--,--,--,--,--,--,--,--,,
Pubudu Bathiya Dassanayake,11-07-1970,NEW ZEALAND,Right-hand bat,,"September 2,1993",Sri Lanka v South Africa,16,10,85,2,20*,10.62,142,59.85,0,0,3,0,9,4,--,--,--,--,--,--,--,--,,
Pulasthi Waruna Gunaratne,27-09-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"August 7,2002",Sri Lanka v Bangladesh,23,8,36,3,15*,7.200,63,57.14,0,0,5,0,3,0,959,908,27,33.62,5.680,35.51,0,0,4/44,4/44
Herath Mudiyanselage Rangana Keerthi Bandara Herath,19-03-1978,NEW ZEALAND,Left-hand bat,Slow left-arm,"April 25,2004",Zimbabwe v Sri Lanka,72,30,140,15,17*,9.333,217,64.51,0,0,10,2,14,0,3242,2362,74,31.91,4.371,43.81,0,0,4/15,4/20
Frederick Ranjan Manilal de Silva Gunatilleke,15-08-1951,NEW ZEALAND,Right-hand bat,Right-arm medium,"June 16,1979",India v Sri Lanka,1,0,0,0,0,--,0,--,0,0,0,0,--,--,54,34,0,--,3.777,--,0,0,0/34,0/34
Ranjan Senerath Madugalle,22-04-1959,NEW ZEALAND,Right-hand bat,Off-break,"June 16,1979",India v Sri Lanka,63,56,950,5,73,18.62,1574,60.35,0,3,55,14,18,0,4,1,0,--,1.500,--,0,0,0/0,0/0
Edward Ranjit Fernando,22-02-1944,NEW ZEALAND,Right-hand bat,,"June 7,1975",Sri Lanka v West Indies,3,3,47,0,22,15.66,66,71.21,0,0,7,0,--,--,--,--,--,--,--,--,--,--,,
Madurasinghe Arachchige Wijayasiri Ranjith Madurasinghe,30-01-1961,NEW ZEALAND,Left-hand bat,Off-break,"September 4,1988",England v Sri Lanka,12,6,21,4,8*,10.50,62,33.87,0,0,3,0,3,0,480,358,5,71.60,4.475,96.00,0,0,1/11,1/11
Joseph Ravindran Ratnayeke,02-05-1960,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"March 12,1982",Pakistan v Sri Lanka,78,69,824,14,50,14.98,1571,52.45,0,1,37,--,14,0,3573,2866,85,33.71,4.812,42.03,0,0,4/23,4/23
Karuppiahyage Ravindra Pushpakumara,21-07-1975,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 18,1994",India v Sri Lanka,31,9,36,5,14*,9.000,52,69.23,0,0,2,0,8,0,1430,1181,24,49.20,4.955,59.58,0,0,3/25,3/25
Roger Gerard Christopher Ediriweera Wijesuriya,18-02-1960,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 12,1982",Pakistan v Sri Lanka,8,3,18,2,12*,18.00,48,37.50,0,0,0,0,2,0,312,287,8,35.87,5.519,39.00,0,0,2/25,2/25
Rohan Stanley Amarasiriwardene Jayasekera,07-12-1957,NEW ZEALAND,Right-hand bat,,"February 13,1982",Sri Lanka v England,2,1,17,0,17,17.00,42,40.47,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Romesh Shantha Kaluwitharana,24-11-1969,NEW ZEALAND,Right-hand bat,,"December 8,1990",India v Sri Lanka,189,181,3711,14,102*,22.22,4776,77.70,2,23,411,17,132,75,--,--,--,--,--,--,--,--,,
Roshan Siriwardene Mahanama,31-05-1966,NEW ZEALAND,Right-hand bat,,"March 2,1986",Sri Lanka v Pakistan,213,198,5162,23,119*,29.49,8519,60.59,4,35,329,13,109,0,2,7,0,--,21.00,--,0,0,0/3,0/3
Roy Luke Dias,18-10-1952,NEW ZEALAND,Right-hand bat,Off-break,"June 9,1979",New Zealand v Sri Lanka,58,55,1573,5,121,31.46,2315,67.94,2,11,115,2,16,0,56,70,3,23.33,7.500,18.66,0,0,3/25,3/25
Panagodage Don Ruchira Laksiri Perera,06-04-1977,NEW ZEALAND,Left-hand bat,Left-arm medium-fast,"January 29,1999",England v Sri Lanka,19,7,8,2,4*,1.600,18,44.44,0,0,0,0,2,0,888,820,19,43.15,5.540,46.73,0,0,3/23,3/23
Rumesh Joseph Ratnayake,02-01-1964,NEW ZEALAND,Right-hand bat,"Right-arm fast-medium, Leg-break","September 26,1982",India v Sri Lanka,70,55,612,18,33*,16.54,705,86.80,0,0,41,16,11,0,3575,2712,76,35.68,4.551,47.03,1,0,5/32,5/32
Russel Premakumaran Arnold,25-10-1973,NEW ZEALAND,Left-hand bat,Off-break,"November 6,1997",South Africa v Sri Lanka,180,155,3950,43,103,35.26,5444,72.55,1,28,284,21,48,0,2157,1739,40,43.47,4.837,53.92,0,0,3/47,3/47
Ruwan Senani Kalpage,19-02-1970,NEW ZEALAND,Left-hand bat,Off-break,"January 10,1992",Pakistan v Sri Lanka,86,69,844,28,51,20.58,1320,63.93,0,1,29,4,33,0,3960,2975,73,40.75,4.507,54.24,0,0,4/36,4/36
Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,09-02-1985,NEW ZEALAND,Right-hand bat,Off-break,"January 20,2012",South Africa v Sri Lanka,49,33,290,11,42,13.18,311,93.24,0,0,31,6,19,0,2358,1874,53,35.35,4.768,44.49,0,0,3/14,3/14
Karunakalage Sajeewa Chanaka de Silva,11-01-1971,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"September 28,1996",Kenya v Sri Lanka,38,19,39,13,13*,6.500,93,41.93,0,0,3,1,12,0,1619,1323,52,25.44,4.903,31.13,0,0,3/18,3/18
Sajeewa Weerakoon,17-02-1978,NEW ZEALAND,Left-hand bat,Slow left-arm,"June 13,2012",Sri Lanka v Pakistan,2,0,0,0,0,--,0,--,0,0,0,0,--,--,60,49,1,49.00,4.900,60.00,0,0,1/49,1/49
Franklyn Saliya Ahangama,14-09-1959,NEW ZEALAND,Left-hand bat,Right-arm medium,"October 25,1985",Pakistan v Sri Lanka,1,0,0,0,0*,--,0,--,0,0,0,0,--,--,18,23,0,--,7.666,--,0,0,0/23,0/23
Warushavithana Saman Jayantha,26-01-1974,NEW ZEALAND,Right-hand bat,Off-break,"February 27,2004",Sri Lanka v Australia,17,17,400,2,74*,26.66,530,75.47,0,2,54,4,5,0,55,46,0,--,5.018,--,0,0,0/1,0/1
Sanath Teran Jayasuriya,30-06-1969,NEW ZEALAND,Left-hand bat,Slow left-arm,"December 26,1989",Australia v Sri Lanka,445,433,13430,18,189,32.36,14723,91.21,28,68,1498,270,123,0,14874,11871,323,36.75,4.788,46.04,4,0,6/29,6/29
Sanath Mohan Silva Kaluperuma,22-10-1961,NEW ZEALAND,Right-hand bat,Off-break,"January 19,1988",Australia v Sri Lanka,2,2,11,0,7,5.500,41,26.82,0,0,1,0,2,0,6,3,0,--,3.000,--,0,0,0/3,0/3
Sanjeeva Ranatunga,25-04-1969,NEW ZEALAND,Left-hand bat,Off-break,"August 3,1994",Sri Lanka v Pakistan,13,11,253,0,70,23.00,526,48.09,0,2,10,0,2,0,--,--,--,--,--,--,--,--,,
Seekkuge Prasanna,27-06-1985,NEW ZEALAND,Right-hand bat,Leg-break,"August 20,2011",Sri Lanka v Australia,38,35,405,3,95,12.65,427,94.84,0,2,29,25,6,0,1855,1673,32,52.28,5.411,57.96,0,0,3/32,3/32
Ranaweera Mudiyanselage Shaminda Eranga,23-06-1986,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"August 16,2011",Sri Lanka v Australia,19,11,34,8,12*,11.33,64,53.12,0,0,4,0,5,0,716,686,21,32.66,5.748,34.09,0,0,3/46,3/46
Shaul Hameed Uvais Karnain,11-08-1962,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 31,1984",Sri Lanka v New Zealand,19,17,229,5,41*,19.08,386,59.32,0,0,7,2,1,0,635,505,16,31.56,4.771,39.68,1,0,5/26,5/26
Sidath Wettimuny,12-08-1956,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 13,1982",Sri Lanka v England,35,33,786,1,86*,24.56,1636,48.04,0,4,42,--,3,0,57,70,1,70.00,7.368,57.00,0,0,1/13,1/13
Dandeniyage Somachandra de Silva,11-06-1942,NEW ZEALAND,Right-hand bat,Leg-break googly,"June 7,1975",Sri Lanka v West Indies,41,29,371,10,37*,19.52,691,53.69,0,0,22,--,5,0,2076,1557,32,48.65,4.500,64.87,0,0,3/29,3/29
Sridharan Jeganathan,11-07-1951,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 20,1983",New Zealand v Sri Lanka,5,4,25,1,20*,8.333,39,64.10,0,0,2,1,1,0,276,208,5,41.60,4.521,55.20,0,0,2/45,2/45
Deva Lokesh Stanley de Silva,17-11-1956,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"June 9,1979",New Zealand v Sri Lanka,2,1,10,0,10,10.00,35,28.57,0,0,0,0,1,0,120,54,2,27.00,2.700,60.00,0,0,2/36,2/36
Sudath Prajiv Pasqual,15-10-1961,NEW ZEALAND,Left-hand bat,Right-arm medium,"June 9,1979",New Zealand v Sri Lanka,2,2,24,1,23*,24.00,28,85.71,0,0,1,0,--,--,28,20,0,--,4.285,--,0,0,0/20,0/20
Sunil Asoka Jayasinghe,15-07-1955,NEW ZEALAND,Right-hand bat,,"June 9,1979",New Zealand v Sri Lanka,2,1,1,0,1,1.000,3,33.33,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Sunil Ramsay de Silva Wettimuny,02-02-1949,NEW ZEALAND,Right-hand bat,Right-arm medium,"June 11,1975",Australia v Sri Lanka,3,3,136,1,67,68.00,242,56.19,0,2,16,0,--,--,--,--,--,--,--,--,--,--,,
Hewa Kaluhalmullage Suraj Randiv Kaluhalamulla,30-01-1985,NEW ZEALAND,Right-hand bat,Off-break,"December 18,2009",India v Sri Lanka,31,18,280,2,56,17.50,382,73.29,0,1,28,1,7,0,1437,1214,36,33.72,5.068,39.91,1,0,5/42,5/42
Ranasinghe Arachchige Suranga Lakmal,10-03-1987,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"December 18,2009",India v Sri Lanka,75,40,161,19,26,7.666,303,53.13,0,0,10,1,14,0,3440,3072,98,31.34,5.358,35.10,0,0,3/15,3/15
Anhettige Suresh Asanka Perera,16-02-1978,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"June 19,1998",Sri Lanka v India,20,13,195,2,56*,17.72,257,75.87,0,1,15,3,4,0,579,522,13,40.15,5.409,44.53,0,0,2/25,2/25
Ellekutige Rufus Nemesion Susil Fernando,19-12-1955,NEW ZEALAND,Right-hand bat,,"March 2,1983",New Zealand v Sri Lanka,7,5,101,0,36,20.20,216,46.75,0,0,7,0,--,--,--,--,--,--,--,--,--,--,,
Paskuwal Handi Tharindu Kaushal,05-03-1993,NEW ZEALAND,Right-hand bat,Off-break,"March 18,2015",South Africa v Sri Lanka,1,1,0,0,0,0.000,1,0.000,0,0,0,0,--,--,36,25,0,--,4.166,--,0,--,,
Thilan Thusara Samaraweera,22-09-1976,NEW ZEALAND,Right-hand bat,Off-break,"November 6,1998",India v Sri Lanka,53,42,862,11,105*,27.80,1244,69.29,2,0,76,0,17,0,702,542,11,49.27,4.632,63.81,0,0,3/34,3/34
Magina Thilan Thushara Mirando,01-03-1981,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"April 15,2008",West Indies v Sri Lanka,38,27,392,6,54*,18.66,424,92.45,0,1,32,9,4,0,1676,1393,50,27.86,4.986,33.52,1,0,5/47,5/47
Sahan Hewa Thilina Kandamby,04-06-1982,NEW ZEALAND,Left-hand bat,Leg-break,"April 27,2004",Zimbabwe v Sri Lanka,39,36,870,6,93*,29.00,1250,69.60,0,5,71,0,7,0,174,173,2,86.50,5.965,87.00,0,0,2/37,2/37
Narangoda Liyanaarachchilage Tissara Chirantha Perera,03-04-1989,NEW ZEALAND,Left-hand bat,Right-arm medium-fast,"December 24,2009",India v Sri Lanka,133,101,1586,14,80*,18.22,1427,111.1,0,8,127,56,52,0,4843,4667,149,31.32,5.782,32.50,3,0,6/44,6/44
Tillakaratne Mudiyanselage Dilshan,14-10-1976,NEW ZEALAND,Right-hand bat,Off-break,"December 11,1999",Zimbabwe v Sri Lanka,331,303,10290,41,161*,39.27,11934,86.22,22,47,1112,55,123,1,5880,4778,106,45.07,4.875,55.47,0,0,4/4,4/4
Antony Ralph Marinon Opatha,05-08-1947,NEW ZEALAND,Right-hand bat,Right-arm medium,"June 7,1975",Sri Lanka v West Indies,5,3,29,0,18,9.666,55,52.72,0,0,3,0,3,0,253,180,5,36.00,4.268,50.60,0,0,3/31,3/31
Umagiliya Durage Upul Chandana,07-05-1972,NEW ZEALAND,Right-hand bat,Leg-break,"April 14,1994",Australia v Sri Lanka,147,111,1627,17,89,17.30,2229,72.99,0,5,108,22,79,0,6142,4818,151,31.90,4.706,40.67,1,0,5/61,5/61
Warushavithana Upul Tharanga,02-02-1985,NEW ZEALAND,Left-hand bat,,"August 2,2005",Sri Lanka v West Indies,224,212,6780,17,174*,34.76,8948,75.77,15,37,777,49,48,0,--,--,--,--,--,--,--,--,,
Vinothen Bede John,27-05-1960,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"September 12,1982",India v Sri Lanka,45,19,84,10,15,9.333,152,55.26,0,0,7,0,5,0,2311,1655,34,48.67,4.296,67.97,0,0,3/28,3/28
Yohan Goonasekera,08-11-1957,NEW ZEALAND,Left-hand bat,"Left-arm medium, Slow left-arm","March 2,1983",New Zealand v Sri Lanka,3,3,69,0,35,23.00,104,66.34,0,0,8,0,--,--,36,35,1,35.00,5.833,36.00,0,0,1/24,1/24
Aamer Hameed,18-10-1954,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"December 23,1977",Pakistan v England,2,0,0,0,0,--,0,--,0,0,0,0,1,0,66,38,1,38.00,3.454,66.00,0,0,1/32,1/32
Aamer Hanif,04-10-1967,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 2,1993",Pakistan v Sri Lanka,5,4,89,2,36*,44.50,128,69.53,0,0,6,0,--,--,130,122,4,30.50,5.630,32.50,0,0,3/36,3/36
Aamer Malik,03-01-1963,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 18,1988",West Indies v Pakistan,24,23,556,1,90,25.27,959,57.97,0,5,39,--,13,3,120,86,3,28.66,4.300,40.00,0,0,2/35,2/35
