Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate.1,5WI,10WM,BBI,BBM
Tillakaratne Mudiyanselage Dilshan,1976-10-14,new zealand,Right-hand bat,Off-break,1999-12-11,zimbabwe,331,303,10290,41,161,39.27,11934,86.22,22,47,1112,55,123,1,5880,4778,106,45.07,4.875,55.47,0,0,4/4,4/4
Antony Ralph Marinon Opatha,1947-05-08,new zealand,Right-hand bat,Right-arm medium,1975-06-07,sri lanka,5,3,29,0,18,9.666,55,52.72,0,0,3,0,3,0,253,180,5,36.0,4.268,50.6,0,0,3/31,3/31
Umagiliya Durage Upul Chandana,1972-07-05,new zealand,Right-hand bat,Leg-break,1994-04-14,australia,147,111,1627,17,89,17.3,2229,72.99,0,5,108,22,79,0,6142,4818,151,31.9,4.706,40.67,1,0,5/61,5/61
Warushavithana Upul Tharanga,1985-02-02,new zealand,Left-hand bat,Not-Bowled,2005-08-02,sri lanka,224,212,6780,17,174,34.76,8948,75.77,15,37,777,49,48,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Vinothen Bede John,1960-05-27,new zealand,Right-hand bat,Right-arm medium-fast,1982-09-12,india,45,19,84,10,15,9.333,152,55.26,0,0,7,0,5,0,2311,1655,34,48.67,4.296,67.97,0,0,3/28,3/28
Yohan Goonasekera,1957-08-11,new zealand,Left-hand bat,"Left-arm medium, Slow left-arm",1983-03-02,new zealand,3,3,69,0,35,23.0,104,66.34,0,0,8,0,0,0,36,35,1,35.0,5.832999999999999,36.0,0,0,1/24,1/24
Aamer Hameed,1954-10-18,new zealand,Right-hand bat,Right-arm medium-fast,1977-12-23,pakistan,2,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,66,38,1,38.0,3.4539999999999997,66.0,0,0,1/32,1/32
Aamer Hanif,1967-04-10,new zealand,Right-hand bat,Right-arm medium,1993-11-02,pakistan,5,4,89,2,36,44.5,128,69.53,0,0,6,0,0,0,130,122,4,30.5,5.63,32.5,0,0,3/36,3/36
Aamer Malik,1963-03-01,new zealand,Right-hand bat,Right-arm fast-medium,1988-03-18,west indies,24,23,556,1,90,25.27,959,57.97,0,5,39,0,13,3,120,86,3,28.66,4.3,40.0,0,0,2/35,2/35
Aamer Nazir,1971-02-01,new zealand,Right-hand bat,Right-arm fast-medium,1993-03-26,west indies,9,3,13,2,9,13.0,20,65.0,0,0,0,0,0,0,417,346,11,31.45,4.978,37.9,0,0,3/43,3/43
Mohammad Aamer Sohail Ali,1966-09-14,new zealand,Left-hand bat,Slow left-arm,1990-12-21,pakistan,156,155,4780,5,134,31.86,7312,65.37,5,31,466,19,49,0,4836,3703,85,43.56,4.593999999999999,56.89,0,0,4/22,4/22
Aaqib Javed,1972-05-08,new zealand,Right-hand bat,Right-arm fast-medium,1988-12-10,pakistan,163,51,267,26,45,10.68,456,58.55,0,0,15,7,24,0,8012,5721,182,31.43,4.284,44.02,4,0,7/37,7/37
Abdul Qadir Khan,1955-09-15,new zealand,Right-hand bat,Leg-break googly,1983-06-11,new zealand,104,68,641,26,41,15.26,849,75.5,0,0,36,17,21,0,5100,3454,132,26.16,4.063,38.63,2,0,5/44,5/44
Abdul Razzaq,1979-02-12,new zealand,Right-hand bat,Right-arm fast-medium,1996-11-01,pakistan,265,228,5080,57,112,29.7,6253,81.24,3,23,382,124,35,0,10941,8564,269,31.83,4.696000000000001,40.67,3,0,6/35,6/35
Abdur Rauf Khan,1978-09-12,new zealand,Right-hand bat,Right-arm fast-medium,2008-02-02,pakistan,4,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,214,212,8,26.5,5.943,26.75,0,0,3/24,3/24
Abdur Rehman,1980-01-03,new zealand,Left-hand bat,Slow left-arm,2006-12-07,pakistan,31,23,142,6,31,8.352,263,53.99,0,0,11,1,7,0,1624,1142,30,38.06,4.218999999999999,54.13,0,0,4/36,4/48
Adnan Akmal,1985-03-13,new zealand,Right-hand bat,Not-Bowled,2011-09-08,zimbabwe,5,4,62,1,27,20.66,89,69.66,0,0,3,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Ahmed Shehzad,1991-11-23,new zealand,Right-hand bat,Leg-break,2009-04-24,australia,81,81,2605,1,124,32.56,3614,72.08,6,14,269,18,28,0,115,140,2,70.0,7.303999999999999,57.5,0,0,0/4,0/4
Aizaz Bin Ilyas Cheema,1979-05-09,new zealand,Right-hand bat,Right-arm medium-fast,2011-09-08,zimbabwe,14,6,26,3,9,8.666,45,57.77,0,0,2,0,2,0,658,593,23,25.78,5.407,28.6,0,0,4/24,4/30
Akhtar Sarfraz,1976-02-20,new zealand,Left-hand bat,Left-arm medium,1997-12-12,pakistan,4,4,66,0,25,16.5,99,66.66,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Akram Raza,1964-11-22,new zealand,Right-hand bat,Off-break,1989-10-23,australia,49,25,193,14,33,17.54,310,62.25,0,0,8,2,19,0,2601,1611,38,42.39,3.716,68.44,0,0,3/18,3/18
Anil Dalpat Sonavaria,1963-09-20,new zealand,Right-hand bat,Not-Bowled,1984-03-26,pakistan,15,10,87,3,37,12.42,136,63.97,0,0,7,0,13,2,0,0,0,0.0,0.0,0.0,0,0,0,0
Anwar Ali,1987-11-25,new zealand,Right-hand bat,Right-arm medium-fast,2013-11-24,south africa,22,16,321,5,43,29.18,367,87.46,0,0,29,7,5,0,927,944,18,52.44,6.11,51.5,0,0,2/24,2/24
Arshad Khan,1971-03-22,new zealand,Right-hand bat,Off-break,1993-02-01,pakistan,58,29,133,18,20,12.09,217,61.29,0,0,6,1,10,0,2823,1948,56,34.78,4.14,50.41,0,0,4/33,4/33
Arshad Pervez,1953-01-10,new zealand,Right-hand bat,Right-arm medium,1978-01-13,pakistan,2,2,11,0,8,5.5,47,23.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Asad Ali,1988-10-14,new zealand,Right-hand bat,Right-arm medium-fast,2013-05-26,ireland,4,2,13,0,11,6.5,16,81.25,0,0,0,1,0,0,180,115,2,57.5,3.833,90.0,0,0,1/22,1/22
Sheikh Mohammad Asad Shafiq,1986-01-28,new zealand,Right-hand bat,Leg-break,2010-06-21,bangladesh,60,58,1336,4,84,24.74,1979,67.5,0,9,108,5,14,0,12,18,0,0.0,9.0,0.0,0,0,0,0
Ashfaq Ahmed,1973-06-06,new zealand,Right-hand bat,Right-arm fast-medium,1994-08-03,sri lanka,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,102,84,0,0.0,4.941,0.0,0,0,0/20,0/20
Ashraf Ali,1958-04-22,new zealand,Right-hand bat,Not-Bowled,1980-12-05,pakistan,16,9,69,5,19,17.25,135,51.11,0,0,3,0,17,3,0,0,0,0.0,0.0,0.0,0,0,0,0
Asif Iqbal Razvi,1943-06-06,new zealand,Right-hand bat,Right-arm medium,1973-02-11,new zealand,10,8,330,2,62,55.0,466,70.81,0,5,33,2,7,0,582,378,16,23.62,3.8960000000000004,36.37,0,0,4/46,4/56
Raja Asif Mahmood,1975-12-18,new zealand,Right-hand bat,Off-break,1998-11-08,pakistan,2,2,14,0,14,7.0,34,41.17,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Syed Asif Masood Shah,1946-01-23,new zealand,Right-hand bat,Right-arm fast-medium,1973-02-11,new zealand,7,3,10,1,6,5.0,17,58.82,0,0,0,0,1,0,372,234,5,46.8,3.7739999999999996,74.4,0,0,2/9,2/9
Mohammad Asif Mujtaba,1967-04-11,new zealand,Left-hand bat,Slow left-arm,1986-11-04,pakistan,66,55,1068,14,113,26.04,1671,63.91,1,6,66,2,18,0,756,658,7,94.0,5.222,108.0,0,0,2/38,2/38
Ata-ur-Rehman,1975-03-28,new zealand,Right-hand bat,Right-arm fast-medium,1992-12-04,pakistan,30,13,34,6,11,4.857,76,44.73,0,0,2,0,0,0,1492,1186,27,43.92,4.769,55.25,0,0,3/27,3/27
Atiq-uz-Zaman,1975-07-20,new zealand,Right-hand bat,Off-break,2000-08-20,new zealand,3,3,34,1,18,17.0,36,94.44,0,0,2,0,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Azam Khan,1969-01-03,new zealand,Right-hand bat,Not-Bowled,1996-11-01,pakistan,6,5,116,0,72,23.2,177,65.53,0,1,6,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Raja Azeem Hafeez,1963-07-29,new zealand,Left-hand bat,Left-arm fast-medium,1983-09-10,india,15,10,45,7,15,15.0,104,43.26,0,0,5,0,3,0,719,586,15,39.06,4.89,47.93,0,0,4/22,4/22
Azhar Ali,1985-02-19,new zealand,Right-hand bat,Leg-break,2011-05-30,ireland,53,53,1845,3,102,36.9,2478,74.45,3,12,168,14,8,0,258,260,4,65.0,6.046,64.5,0,0,0/1,0/1
Azhar Mahmood Sagar,1975-02-28,new zealand,Right-hand bat,Right-arm fast-medium,1996-09-16,india,143,110,1521,26,67,18.1,1987,76.54,0,3,119,24,37,0,6242,4813,123,39.13,4.626,50.74,3,0,6/18,6/18
Azmat Rana,1951-03-11,new zealand,Left-hand bat,Off-break,1978-10-13,pakistan,2,2,42,1,22,42.0,73,57.53,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Basit Ali,1970-12-13,new zealand,Right-hand bat,Off-break,1993-03-23,west indies,50,43,1265,6,127,34.18,1668,75.83,1,9,81,18,15,0,30,21,1,21.0,4.2,30.0,0,0,1/17,1/17
Bazid Khan,1981-03-25,new zealand,Right-hand bat,Off-break,2004-09-30,pakistan,5,5,131,0,66,26.2,232,56.46,0,2,7,1,1,0,12,11,0,0.0,5.5,0.0,0,0,0/11,0/11
Bilawal Bhatti,1991-09-17,new zealand,Right-hand bat,Right-arm medium-fast,2013-11-24,south africa,10,7,89,1,39,14.83,75,118.6,0,0,10,2,2,0,409,439,6,73.16,6.44,68.16,0,0,3/37,3/37
Danish Parabha Shanker Kaneria,1980-12-16,new zealand,Right-hand bat,Leg-break,2001-10-31,pakistan,18,10,12,8,6,6.0,22,54.54,0,0,1,0,2,0,854,682,15,45.46,4.791,56.93,0,0,3/6,3/31
Ehsan Adil,1993-03-15,new zealand,Right-hand bat,Right-arm fast-medium,2013-05-17,scotland,6,4,27,1,15,9.0,42,64.28,0,0,2,0,0,0,225,223,4,55.75,5.946000000000001,56.25,0,0,1/14,1/14
Faisal Athar,1975-10-15,new zealand,Right-hand bat,Right-arm medium,2003-05-23,new zealand,1,1,9,0,9,9.0,38,23.68,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Faisal Iqbal,1981-12-30,new zealand,Right-hand bat,Right-arm medium,2000-02-19,pakistan,18,16,314,2,100,22.42,519,60.5,1,0,24,4,3,0,18,33,0,0.0,11.0,0.0,0,0,0/7,0/7
Fawad Alam,1985-08-10,new zealand,Left-hand bat,Slow left-arm,2007-05-22,pakistan,38,36,966,12,114,40.25,1297,74.47,1,6,59,6,10,0,398,377,5,75.4,5.683,79.6,0,0,1/8,1/8
Fazl-e-Akbar Durrani,1980-10-20,new zealand,Right-hand bat,Right-arm fast-medium,1998-01-11,india,2,1,7,0,7,7.0,8,87.5,0,0,0,0,0,0,72,48,0,0.0,4.0,0.0,0,0,0/19,0/19
Ghulam Ali Ansari,1966-08-09,new zealand,Right-hand bat,Right-arm medium,1993-02-25,pakistan,3,3,53,0,38,17.66,121,43.8,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Haafiz Shahid Yaqoob,1963-10-05,new zealand,Right-hand bat,Right-arm fast-medium,1988-03-15,west indies,3,3,11,2,7,11.0,23,47.82,0,0,0,0,0,0,127,112,3,37.33,5.291,42.33,0,0,2/56,2/56
Hammad Azam,1991-03-16,new zealand,Right-hand bat,Right-arm medium,2011-04-23,west indies,11,7,80,2,36,16.0,131,61.06,0,0,5,2,4,0,198,169,2,84.5,5.121,99.0,0,0,1/21,1/21
Haris Sohail,1989-09-01,new zealand,Left-hand bat,Left-arm medium,2013-07-19,west indies,24,23,887,3,89,44.35,1095,81.0,0,9,68,12,9,0,492,473,10,47.3,5.768,49.2,0,0,0,0
Haroon Rasheed Dar,1953-03-25,new zealand,Right-hand bat,Right-arm medium,1977-12-30,pakistan,12,10,166,2,63,20.75,316,52.53,0,1,5,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Hasan Jamil Alvi,1952-07-25,new zealand,Left-hand bat,Left-arm medium-fast,1977-12-23,pakistan,6,5,111,0,28,22.2,120,92.5,0,0,2,1,1,0,210,154,8,19.25,4.4,26.25,0,0,3/18,3/18
Hasan Raza,1982-11-03,new zealand,Right-hand bat,Off-break,1996-10-30,pakistan,16,13,242,0,77,18.61,480,50.41,0,1,11,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Humayun Farhat,1981-01-24,new zealand,Right-hand bat,Right-arm medium,2001-04-08,pakistan,5,3,60,0,39,20.0,56,107.1,0,0,5,2,4,3,0,0,0,0.0,0.0,0.0,0,0,0,0
Rao Iftikhar Anjum,1980-01-12,new zealand,Right-hand bat,Right-arm medium,2004-09-30,pakistan,62,34,234,19,32,15.6,378,61.9,0,0,15,3,10,0,2960,2430,77,31.55,4.925,38.44,1,0,5/30,5/30
Ijaz Ahmed,1968-09-20,new zealand,Right-hand bat,Left-arm medium,1986-11-14,pakistan,250,232,6564,29,139,32.33,8174,80.3,10,37,530,86,90,0,637,476,5,95.2,4.4830000000000005,127.4,0,0,2/31,2/31
Ijaz Faqih,1956-03-24,new zealand,Right-hand bat,Off-break,1980-12-19,pakistan,27,19,197,3,42,12.31,351,56.12,0,0,15,0,2,0,1116,819,13,63.0,4.4030000000000005,85.84,0,0,4/43,4/43
Imran Abbas,1978-03-25,new zealand,Right-hand bat,Off-break,2000-02-13,pakistan,2,2,29,0,28,14.5,63,46.03,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Imran Farhat,1982-05-20,new zealand,Left-hand bat,Leg-break,2001-02-17,new zealand,58,58,1719,2,107,30.69,2488,69.09,1,13,189,16,14,0,116,110,6,18.33,5.689,19.33,0,0,3/10,3/10
Imran Khan Niazi,1952-11-25,new zealand,Right-hand bat,Right-arm fast,1974-08-31, pakistan,175,151,3709,40,102,33.41,5106,72.64,1,19,217,41,36,0,7447,4844,182,26.61,3.9019999999999997,40.91,1,0,6/14,6/14
Imran Nazir,1981-12-16,new zealand,Right-hand bat,Leg-break,1999-03-27,pakistan,79,79,1895,2,160,24.61,2339,81.01,2,9,235,32,26,0,49,48,1,48.0,5.877000000000001,49.0,0,0,1/3,1/3
Intikhab Alam Khan,1941-12-28,new zealand,Right-hand bat,Leg-break googly,1973-02-11,new zealand,4,2,17,0,10,8.5,45,37.77,0,0,0,0,0,0,138,118,4,29.5,5.13,34.5,0,0,2/33,2/36
Inzamam-ul-Haq,1970-03-03,new zealand,Right-hand bat,Slow left-arm,1991-11-22,pakistan,378,350,11739,53,137,39.52,15813,74.23,10,83,967,143,113,0,58,64,3,21.33,6.62,19.33,0,0,1/0,1/0
Mohammad Iqbal Qasim,1953-06-08,new zealand,Left-hand bat,Slow left-arm,1977-12-30,pakistan,15,7,39,1,13,6.5,90,43.33,0,0,2,0,3,0,636,500,12,41.66,4.717,53.0,0,0,3/13,3/13
Mohammad Iqbal Sikander,1958-12-19,new zealand,Right-hand bat,Leg-break googly,1992-02-23,pakistan,4,1,1,1,1,0.0,3,33.33,0,0,0,0,0,0,210,147,3,49.0,4.2,70.0,0,0,1/30,1/30
Irfan Ahsan Kaleem Bhatti,1964-09-28,new zealand,Right-hand bat,Right-arm fast-medium,1993-12-27,pakistan,1,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,48,22,2,11.0,2.75,24.0,0,0,2/22,2/22
Mohammad Irfan Fazil,1981-02-11,new zealand,Right-hand bat,Right-arm fast-medium,2000-04-16,west indies,1,1,15,0,15,15.0,16,93.75,0,0,0,0,0,0,36,46,0,0.0,7.666,0.0,0,0,0/46,0/46
Jalaluddin,1959-12-06,new zealand,Right-hand bat,Right-arm fast-medium,1982-03-12,pakistan,8,2,5,0,5,2.5,5,100.0,0,0,1,0,1,0,306,211,14,15.07,4.137,21.85,0,0,4/32,4/32
Mohammad Javed Miandad Khan,1957-12-06,new zealand,Right-hand bat,Leg-break googly,1975-06-11,pakistan,233,218,7381,41,119,41.7,10960,67.34,8,50,435,35,71,2,384,297,7,42.42,4.64,54.85,0,0,2/20,2/22
Javed Qadeer,1976-08-25,new zealand,Right-hand bat,Not-Bowled,1995-04-11,pakistan,1,1,12,0,12,12.0,23,52.17,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Junaid Khan,1989-12-24,new zealand,Right-hand bat,Left-arm medium-fast,2011-04-23,west indies,66,26,60,13,25,4.615,109,55.04,0,0,4,1,5,0,3109,2747,97,28.31,5.301,32.05,0,0,4/12,4/12
Junaid Zia,1983-11-12,new zealand,Right-hand bat,Right-arm medium-fast,2003-09-09,pakistan,4,2,2,1,2,2.0,7,28.57,0,0,0,0,0,0,145,127,3,42.33,5.255,48.33,0,0,3/21,3/21
Mohammad Kabir Khan,1974-12-04,new zealand,Right-hand bat,Left-arm fast-medium,1994-09-11,sri lanka,10,5,10,4,5,10.0,25,40.0,0,0,0,0,1,0,371,303,12,25.25,4.9,30.91,0,0,2/23,2/23
Kamran Akmal,1982-01-13,new zealand,Right-hand bat,Not-Bowled,2002-11-23,zimbabwe,157,138,3236,14,124,26.09,3855,83.94,5,10,378,37,157,31,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Kamran Hussain,1977-09-05,new zealand,Right-hand bat,Left-arm medium,2008-01-27,pakistan,2,1,28,1,28,0.0,21,133.3,0,0,2,0,0,0,102,67,3,22.33,3.9410000000000003,34.0,0,0,2/32,2/32
Kashif Raza,1979-12-29,new zealand,Right-hand bat,Right-arm medium,2001-04-13,pakistan,1,1,2,1,2,0.0,2,100.0,0,0,0,0,0,0,30,36,1,36.0,7.2,30.0,0,0,1/36,1/36
Khalid Latif,1985-04-11,new zealand,Right-hand bat,Off-break,2008-01-30,pakistan,5,5,147,0,64,29.4,228,64.47,0,1,13,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Khurram Manzoor,1986-10-06,new zealand,Right-hand bat,Off-break,2008-02-02,pakistan,7,7,236,0,83,33.71,375,62.93,0,3,21,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Liaqat Ali Khan,1955-05-21,new zealand,Right-hand bat,Left-arm medium-fast,1977-12-23,pakistan,3,1,7,0,7,7.0,31,22.58,0,0,0,0,0,0,174,111,2,55.5,3.827,87.0,0,0,1/41,1/41
Mahmood Hamid,1969-01-19,new zealand,Right-hand bat,Right-arm medium,1995-04-11,pakistan,1,1,1,0,1,1.0,6,16.66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Majid Jahangir Khan,1946-09-28,new zealand,Right-hand bat,"Right-arm medium, Off-break",1973-02-11,new zealand,23,22,786,1,109,37.42,1052,74.71,1,7,64,1,3,0,642,374,13,28.76,3.495,49.38,0,0,3/27,3/27
Mansoor Akhtar,1957-12-25,new zealand,Right-hand bat,Right-arm medium,1980-11-21,pakistan,41,35,593,1,47,17.44,1148,51.65,0,0,42,1,14,0,138,110,2,55.0,4.782,69.0,0,0,1/7,1/7
Mansoor Amjad,1986-12-25,new zealand,Right-hand bat,Leg-break googly,2008-06-29,pakistan,1,1,5,0,5,5.0,10,50.0,0,0,0,0,0,0,48,44,1,44.0,5.5,48.0,0,0,1/44,1/44
Mansoor Rana,1962-12-27,new zealand,Right-hand bat,Off-break,1990-04-29,pakistan,2,2,15,0,10,7.5,24,62.5,0,0,1,0,0,0,6,7,0,0.0,7.0,0.0,0,0,0/7,0/7
Manzoor Akhtar,1968-04-16,new zealand,Right-hand bat,Leg-break,1997-12-14,india,7,4,97,0,44,24.25,147,65.98,0,0,3,0,1,0,199,184,5,36.8,5.547000000000001,39.8,0,0,4/50,4/50
Manzoor Elahi,1963-04-15,new zealand,Right-hand bat,Right-arm fast-medium,1984-10-12,pakistan,54,46,741,13,50,22.45,796,93.09,0,1,51,15,21,0,1743,1262,29,43.51,4.343999999999999,60.1,0,0,3/22,3/22
Maqsood Rana,1972-01-08,new zealand,Right-hand bat,Right-arm fast-medium,1990-01-03,australia,1,1,5,0,5,5.0,13,38.46,0,0,0,0,0,0,12,11,0,0.0,5.5,0.0,0,0,0/11,0/11
Masood Iqbal Qureshi,1952-04-17,new zealand,Right-hand bat,Not-Bowled,1984-12-07,pakistan,1,1,2,0,2,2.0,2,100.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Misbah-ul-Haq Khan Niazi,1974-05-28,new zealand,Right-hand bat,Leg-break,2002-04-27,pakistan,162,149,5122,31,96,43.4,6945,73.75,0,42,342,83,66,0,24,30,0,0.0,7.5,0.0,0,0,0/30,0/30
Mohammad Aamer,1992-04-13,new zealand,Left-hand bat,Left-arm fast-medium,2009-07-30,sri lanka,40,25,328,8,73,19.29,392,83.67,0,2,30,8,6,0,2035,1653,57,29.0,4.873,35.7,0,0,4/13,4/13
Mohammad Akram Awan,1974-10-09,new zealand,Right-hand bat,Right-arm fast-medium,1995-09-29,pakistan,23,9,14,7,7,7.0,34,41.17,0,0,1,0,8,0,989,790,19,41.57,4.792,52.05,0,0,2/28,2/28
Mohammad Asif,1982-12-20,new zealand,Left-hand bat,Right-arm fast-medium,2005-12-21,pakistan,38,16,34,7,6,3.7769999999999997,100,34.0,0,0,2,0,5,0,1941,1524,46,33.13,4.711,42.19,0,0,3/28,3/28
Mohammad Hafeez,1980-10-17,new zealand,Right-hand bat,Off-break,2003-04-03,pakistan,200,199,6107,13,140,32.83,8077,75.6,11,34,621,99,76,0,7313,5019,136,36.9,4.117,53.77,0,0,3/11,3/11
Mohammad Hussain,1976-08-10,new zealand,Left-hand bat,Slow left-arm,1997-05-09,new zealand,14,12,154,7,31,30.8,136,113.2,0,0,11,4,5,0,672,547,13,42.07,4.883,51.69,0,0,4/33,4/33
Mohammad Irfan,1982-06-06,new zealand,Right-hand bat,Left-arm medium-fast,2010-09-10, pakistan,60,33,48,21,12,4.0,149,32.21,0,0,5,2,11,0,3109,2549,83,30.71,4.919,37.45,0,0,4/30,4/30
Mohammad Khalil,1982-11-11,new zealand,Left-hand bat,Left-arm medium,2005-01-30,australia,3,1,0,1,0,0.0,0,0.0,0,0,0,0,2,0,144,144,5,28.8,6.0,28.8,0,0,2/55,2/55
Mohammad Nazir,1946-08-03,new zealand,Right-hand bat,Off-break,1980-11-21,pakistan,4,3,4,3,2,0.0,16,25.0,0,0,0,0,0,0,222,156,3,52.0,4.216,74.0,0,0,2/21,2/21
Mohammad Salman,1981-07-08,new zealand,Right-hand bat,Leg-break,2011-04-23,west indies,7,3,22,1,19,11.0,39,56.41,0,0,2,0,8,2,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Sami,1981-02-24,new zealand,Right-hand bat,Right-arm fast,2001-04-08,pakistan,87,46,314,19,46,11.62,490,64.08,0,0,16,10,19,0,4284,3567,121,29.47,4.995,35.4,1,0,5/10,5/10
Mohammad Talha,1988-10-15,new zealand,Right-hand bat,Right-arm fast-medium,2014-03-02,india,3,1,0,0,0,0.0,1,0.0,0,0,0,0,0,0,122,146,4,36.5,7.18,30.5,0,0,2/22,2/22
Mohammad Wasim,1977-08-08,new zealand,Right-hand bat,Leg-break googly,1996-12-08,pakistan,25,25,543,2,76,23.6,1043,52.06,0,3,33,1,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Mohammad Yousuf,1974-08-27,new zealand,Right-hand bat,Off-break,1998-03-28,zimbabwe,288,273,9720,40,141,41.71,12942,75.1,15,64,785,90,58,0,2,1,1,1.0,3.0,2.0,0,0,1/0,1/0
Mohammad Zahid,1976-02-08,new zealand,Right-hand bat,Right-arm fast-medium,1996-12-08,pakistan,11,4,15,2,7,7.5,22,68.18,0,0,1,1,1,0,512,391,10,39.1,4.582,51.2,0,0,2/20,2/20
Mohsin Kamal,1963-06-16,new zealand,Right-hand bat,Right-arm fast,1984-12-02,pakistan,19,6,27,3,11,9.0,40,67.5,0,0,2,0,4,0,881,760,21,36.19,5.175,41.95,0,0,4/47,4/41
Mohsin Hasan Khan,1955-03-15,new zealand,Right-hand bat,Right-arm medium,1977-03-16,west indies,75,75,1877,5,117,26.81,3382,55.49,2,8,151,5,13,0,12,5,1,5.0,2.5,12.0,0,0,1/2,1/2
Mohammad Moin Khan,1971-09-23,new zealand,Right-hand bat,Off-break,1990-11-13,pakistan,219,183,3266,41,72,23.0,4017,81.3,0,12,218,61,214,73,0,0,0,0.0,0.0,0.0,0,0,0,0
Moin-ul-Atiq,1964-05-08,new zealand,Right-hand bat,Leg-break,1988-03-20,west indies,5,5,199,0,105,39.8,161,123.6,1,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
Mudassar Nazar,1956-06-04,new zealand,Right-hand bat,Right-arm medium,1977-12-23,pakistan,122,115,2653,10,95,25.26,5119,51.82,0,16,186,0,21,0,4853,3432,111,30.91,4.243,43.72,1,0,5/28,5/28
Mujahid Jamshed,1971-01-12,new zealand,Right-hand bat,Right-arm medium,1997-01-07,australia,4,3,27,1,23,13.5,54,50.0,0,0,2,0,0,0,24,6,1,6.0,1.5,24.0,0,0,1/6,1/6
Mushtaq Ahmed,1970-06-28,new zealand,Right-hand bat,Leg-break googly,1989-03-23,pakistan,144,76,399,34,34,9.5,697,57.24,0,0,21,1,30,0,7543,5361,161,33.29,4.263999999999999,46.85,1,0,5/35,5/36
Mushtaq Mohammad,1943-11-22,new zealand,Right-hand bat,Leg-break googly,1973-02-11,new zealand,10,9,209,3,55,34.83,353,59.2,0,1,11,0,3,0,42,23,0,0.0,3.285,0.0,0,0,0/0,0/0
Mohammad Nadeem Ghauri,1962-12-10,new zealand,Right-hand bat,Slow left-arm,1990-01-03,australia,6,3,14,2,7,14.0,25,56.0,0,0,0,0,0,0,342,230,5,46.0,4.035,68.4,0,0,2/51,2/51
Mohammad Nadeem Khan,1969-10-12,new zealand,Right-hand bat,Slow left-arm,1993-03-27,west indies,2,1,2,0,2,2.0,3,66.66,0,0,0,0,0,0,96,81,0,0.0,5.062,0.0,0,0,0/17,0/35
Naeem Ahmed Khan,1952-09-20,new zealand,Right-hand bat,Slow left-arm,1978-05-26, pakistan,1,1,0,1,0,0.0,8,0.0,0,0,0,0,1,0,60,43,0,0.0,4.3,0.0,0,0,0/43,0/43
Naeem Ashraf,1972-10-11,new zealand,Left-hand bat,Left-arm fast-medium,1995-04-07,india,2,2,24,1,16,24.0,43,55.81,0,0,2,0,0,0,42,52,0,0.0,7.428,0.0,0,0,0/12,0/12
Syed Najaf Hussain Shah,1984-12-17,new zealand,Left-hand bat,Left-arm medium-fast,2007-05-22,pakistan,1,1,0,0,0,0.0,2,0.0,0,0,0,0,0,0,60,59,0,0.0,5.9,0.0,0,0,0/59,0/59
Naseer Ahmed Malik,1950-01-02,new zealand,Right-hand bat,Right-arm medium-fast,1975-06-07,australia,3,1,0,1,0,0.0,13,0.0,0,0,0,0,0,0,180,98,5,19.6,3.266,36.0,0,0,2/37,2/37
Nasim-ul-Ghani,1941-05-14,new zealand,Left-hand bat,"Left-arm medium, Slow left-arm",1973-02-11,new zealand,1,1,1,0,1,1.0,8,12.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
